id	title	name_src	type	aat_type	ccodes	lon	lat	geom_src	close_match
6000906	Ayaviri	vollmer	Pueblo	inhabited place	["PE"]	-76.13806	-12.382718	vollmer	
6000907	Huanic	vollmer	Pueblo	inhabited place	["PE"]	-76.138741	-12.294364	vollmer	
6000908	Laraos	vollmer	Pueblo	inhabited place	["PE"]	-75.786258	-12.3476	vollmer	["http://vocab.getty.edu/page/tgn/1024588"]
6000909	Omas	vollmer	Pueblo	inhabited place	["PE"]	-76.289153	-12.514891	vollmer	["http://vocab.getty.edu/page/tgn/1024651"]
6000910	Pampas	vollmer	Pueblo	inhabited place	["PE"]	-75.8906	-12.6328	vollmer	
6000911	Tauripampa	vollmer	Pueblo	inhabited place	["PE"]	-76.162027	-12.617222	vollmer	["http://vocab.getty.edu/page/tgn/1024792"]
6000912	Alis	vollmer	Pueblo	inhabited place	["PE"]	-75.786491	-12.28084	vollmer	
6000913	Allauca	vollmer	Pueblo	inhabited place	["PE"]	-76.036945	-12.591653	vollmer	
6000914	Apuri	vollmer	Pueblo	inhabited place	["PE"]	-75.808035	-12.881592	vollmer	
6000915	Aquicha	vollmer	Pueblo	inhabited place	["PE"]	-75.867322	-12.467671	vollmer	
6000916	Aucampi	vollmer	Pueblo	inhabited place	["PE"]	-76.031088	-12.586188	vollmer	
6000917	Auco	vollmer	Pueblo	inhabited place	["PE"]	-75.95691	-12.582335	vollmer	
6000918	Cachuy	vollmer	Pueblo	inhabited place	["PE"]	-75.9136	-12.7186	vollmer	
6000919	Capillucas	vollmer	Pueblo	inhabited place	["PE"]	-75.970046	-12.707748	vollmer	
6000920	Carania	vollmer	Pueblo	inhabited place	["PE"]	-75.870476	-12.344718	vollmer	
6000921	Chocos	vollmer	Pueblo	inhabited place	["PE"]	-75.8631	-12.9142	vollmer	
6000922	Cusi	vollmer	Pueblo	inhabited place	["PE"]	-75.9081	-12.5631	vollmer	
6000923	Huamatambo	vollmer	Pueblo	inhabited place	["PE"]	-75.685877	-13.120315	vollmer	
6000924	Huanac	vollmer	Pueblo	inhabited place	["PE"]	-75.634325	-13.202972	vollmer	
6000925	Huampara	vollmer	Pueblo	inhabited place	["PE"]	-76.16754	-12.360585	vollmer	
6000926	Huancaya	vollmer	Pueblo	inhabited place	["PE"]	-75.799248	-12.20342	vollmer	
6000927	Huantan	vollmer	Pueblo	inhabited place	["PE"]	-75.812412	-12.455979	vollmer	
6000928	Huaquis	vollmer	Pueblo	inhabited place	["PE"]	-75.82529919	-12.27123443	vollmer	
6000929	Pampaquinchis	vollmer	Pueblo	inhabited place	["PE"]	-76.142914	-12.308054	vollmer	["http://vocab.getty.edu/page/tgn/1024720"]
6000930	Picamaran (A)	vollmer	Pueblo	inhabited place	["PE"]	-76.05173	-12.772295	vollmer	
6000931	Pilas	vollmer	Pueblo	inhabited place	["PE"]	-76.22676	-12.454303	vollmer	
6000932	Pinos	vollmer	Pueblo	inhabited place	["PE"]	-75.83213351	-12.31375051	vollmer	
6000933	Santo Domingo Pocoto	vollmer	Pueblo	inhabited place	["PE"]	-76.15478529	-12.65424825	vollmer	
6000934	Porococha	vollmer	Pueblo	inhabited place	["PE"]	-76.17496	-12.572094	vollmer	
6000935	Putinsa	vollmer	Pueblo	inhabited place	["PE"]	-75.9494	-12.6681	vollmer	
6000936	Quinocay	vollmer	Pueblo	inhabited place	["PE"]	-76.226857	-12.36264	vollmer	
6000937	Quisque	vollmer	Pueblo	inhabited place	["PE"]	-75.886055	-12.503265	vollmer	
6000938	Santa Cruz del Valle	vollmer	Pueblo	inhabited place	["PE"]	-76.2	-12.7833	vollmer	
6000939	Tamara	vollmer	Pueblo	inhabited place	["PE"]	-76.221996	-12.44412	vollmer	
6000940	Tupi	vollmer	Pueblo	inhabited place	["PE"]	-75.809044	-12.741196	vollmer	
6000941	Viscas	vollmer	Pueblo	inhabited place	["PE"]	-76.27784	-12.327592	vollmer	
6000942	Vitis	vollmer	Pueblo	inhabited place	["PE"]	-75.80834	-12.224224	vollmer	
6000943	Cajatambo	vollmer	Pueblo	inhabited place	["PE"]	-76.992109	-10.472958	vollmer	["http://www.geonames.org/3946263", "http://www.wikidata.org/entity/Q2638247", "http://vocab.getty.edu/page/tgn/1024400"]
6000944	Cochas	vollmer	Pueblo	inhabited place	["PE"]	-77.542004	-10.643125	vollmer	
6000945	Cajacay	vollmer	Pueblo	inhabited place	["PE"]	-77.43940622	-10.15685492	vollmer	["http://vocab.getty.edu/page/tgn/1024398"]
6000946	Ocros	vollmer	Pueblo	inhabited place	["PE"]	-77.396625	-10.403753	vollmer	["http://vocab.getty.edu/page/tgn/1024647", "http://www.wikidata.org/entity/Q3317427", "http://www.geonames.org/3934109"]
6000947	Hacas	vollmer	Pueblo	inhabited place	["PE"]	-77.326371	-10.457316	vollmer	
6000948	Ambar	vollmer	Pueblo	inhabited place	["PE"]	-77.266691	-10.755534	vollmer	["http://vocab.getty.edu/page/tgn/1024354"]
6000949	Mangas	vollmer	Pueblo	inhabited place	["PE"]	-77.10239181	-10.3690998	vollmer	
6000950	Chiquian	vollmer	Pueblo	inhabited place	["PE"]	-77.156093	-10.150459	vollmer	["http://vocab.getty.edu/page/tgn/1024453"]
6000951	Cochamarca	vollmer	Pueblo	inhabited place	["PE"]	-77.128537	-10.862554	vollmer	
6000952	Ticllos	vollmer	Pueblo	inhabited place	["PE"]	-77.19450379	-10.25577848	vollmer	
6000953	Gorgor	vollmer	Pueblo	inhabited place	["PE"]	-77.042014	-10.621401	vollmer	["http://vocab.getty.edu/page/tgn/1024504"]
6000954	Andajes	vollmer	Pueblo	inhabited place	["PE"]	-76.90865	-10.793012	vollmer	
6000955	Churin	vollmer	Pueblo	inhabited place	["PE"]	-76.875865	-10.811619	vollmer	["http://www.geonames.org/3943121", "http://www.wikidata.org/entity/Q5118292"]
6000956	Chaucayan	vollmer	Pueblo	inhabited place	["PE"]	-77.555551	-10.187436	vollmer	
6000957	Colquioc	vollmer	Pueblo	inhabited place	["PE"]	-77.54235	-10.294899	vollmer	
6000958	Choque	vollmer	Pueblo	inhabited place	["PE"]	-77.491677	-10.427276	vollmer	
6000959	Copa	vollmer	Pueblo	inhabited place	["PE"]	-77.486465	-10.372082	vollmer	
6000960	Yamor	vollmer	Pueblo	inhabited place	["PE"]	-77.48312968	-10.198678	vollmer	
6000961	Congas	vollmer	Pueblo	inhabited place	["PE"]	-77.441543	-10.337244	vollmer	
6000962	Huayllacayan	vollmer	Pueblo	inhabited place	["PE"]	-77.434719	-10.245003	vollmer	
6000963	Chilcas	vollmer	Pueblo	inhabited place	["PE"]	-77.365984	-10.438202	vollmer	
6000964	Huanchay	vollmer	Pueblo	inhabited place	["PE"]	-77.42339964	-10.53069598	vollmer	
6000965	Aynaca	vollmer	Pueblo	inhabited place	["PE"]	-77.28078	-10.872974	vollmer	
6000966	Huaca	vollmer	Pueblo	inhabited place	["PE"]	-77.275019	-10.814822	vollmer	
6000967	Cajamarquilla	vollmer	Pueblo	inhabited place	["PE"]	-77.19826642	-10.35534691	vollmer	
6000968	Pimachi	vollmer	Pueblo	inhabited place	["PE"]	-77.252568	-10.490925	vollmer	
6000969	Llaclla	vollmer	Pueblo	inhabited place	["PE"]	-77.230397	-10.363574	vollmer	
6000970	Rajan	vollmer	Pueblo	inhabited place	["PE"]	-77.219401	-10.386966	vollmer	
6000971	Corpanqui	vollmer	Pueblo	inhabited place	["PE"]	-77.197822	-10.285574	vollmer	
6000972	Calpa	vollmer	Pueblo	inhabited place	["PE"]	-77.181548	-10.870955	vollmer	
6000973	Canis	vollmer	Pueblo	inhabited place	["PE"]	-77.16915213	-10.34074271	vollmer	
6000974	Chamas	vollmer	Pueblo	inhabited place	["PE"]	-77.170879	-10.434268	vollmer	
6000975	Quintay	vollmer	Pueblo	inhabited place	["PE"]	-77.166694	-11.091682	vollmer	
6000976	Gorgorillo	vollmer	Pueblo	inhabited place	["PE"]	-77.12176894	-10.33697586	vollmer	
6000977	Chingos	vollmer	Pueblo	inhabited place	["PE"]	-77.163272	-10.540885	vollmer	
6000978	Mani	vollmer	Pueblo	inhabited place	["PE"]	-77.151426	-10.841342	vollmer	
6000979	Pacllon	vollmer	Pueblo	inhabited place	["PE"]	-77.14841	-10.302016	vollmer	
6000980	Huasta	vollmer	Pueblo	inhabited place	["PE"]	-77.146382	-10.123957	vollmer	
6000981	Aquia	vollmer	Pueblo	inhabited place	["PE"]	-77.144718	-10.074927	vollmer	
6000982	Copa	vollmer	Pueblo	inhabited place	["PE"]	-77.07957569	-10.38690981	vollmer	
6000983	Pucquian	vollmer	Pueblo	inhabited place	["PE"]	-77.09169	-10.42418204	vollmer	
6000984	Utcas	vollmer	Pueblo	inhabited place	["PE"]	-77.102585	-10.489839	vollmer	
6000985	Palpas (A)	vollmer	Pueblo	inhabited place	["PE"]	-77.09507204	-10.50498192	vollmer	
6000986	Naban	vollmer	Pueblo	inhabited place	["PE"]	-77.01324625	-10.83770432	vollmer	
6000987	Caujal	vollmer	Pueblo	inhabited place	["PE"]	-76.97868651	-10.80717173	vollmer	
6000988	Lancha	vollmer	Pueblo	inhabited place	["PE"]	-76.973884	-10.86871	vollmer	
6000989	Chimba	vollmer	Pueblo	inhabited place	["PE"]	-76.914403	-10.796587	vollmer	
6000990	Huachon	vollmer	Pueblo	inhabited place	["PE"]	-76.865372	-10.865167	vollmer	
6000991	Naba	vollmer	Pueblo	inhabited place	["PE"]	-76.834798	-10.730763	vollmer	
6000992	Palpas (B)	vollmer	Pueblo	inhabited place	["PE"]	-76.833852	-10.793035	vollmer	
6000993	Tinta	vollmer	Pueblo	inhabited place	["PE"]	-76.82232	-10.681019	vollmer	
6000994	Curay	vollmer	Pueblo	inhabited place	["PE"]	-76.815903	-10.840733	vollmer	
6000995	Pachangara	vollmer	Pueblo	inhabited place	["PE"]	-76.813051	-10.781901	vollmer	
6000996	Acain	vollmer	Pueblo	inhabited place	["PE"]	-76.801286	-10.894302	vollmer	["http://www.geonames.org/3948624", "http://www.wikidata.org/entity/Q4671640"]
6000997	Oyon	vollmer	Pueblo	inhabited place	["PE"]	-76.772051	-10.668756	vollmer	
6000998	Rapas	vollmer	Pueblo	inhabited place	["PE"]	-76.706274	-10.873012	vollmer	
6000999	Astobambas	vollmer	Pueblo	inhabited place	["PE"]	-77.05728996	-10.46702562	vollmer	
6001000	Cajamarquilla de Gorgor	vollmer	Pueblo	inhabited place	["PE"]	-77.07194431	-10.58977888	vollmer	
6001001	Caras	vollmer	Pueblo	inhabited place	["PE"]	-76.87268511	-10.43675261	vollmer	
6001002	Carhuapampa	vollmer	Pueblo	inhabited place	["PE"]	-77.2333	-10.4667	vollmer	
6001003	Conchao	vollmer	Pueblo	inhabited place	["PE"]	-76.8867208	-10.74584146	vollmer	
6001004	Huncapon	vollmer	Pueblo	inhabited place	["PE"]	-77.10991111	-10.5464395	vollmer	
6001005	Machaca	vollmer	Pueblo	inhabited place	["PE"]	-77.31573136	-10.43424478	vollmer	
6001006	Malay	vollmer	Pueblo	inhabited place	["PE"]	-76.81342401	-10.81221903	vollmer	
6001007	Matara	vollmer	Pueblo	inhabited place	["PE"]	-77.1576	-10.238108	vollmer	
6001008	Nanis	vollmer	Pueblo	inhabited place	["PE"]	-77.15	-10.3833	vollmer	
6001009	Raclla	vollmer	Pueblo	inhabited place	["PE"]	-77.49183481	-10.21656454	vollmer	
6001010	Roca	vollmer	Pueblo	inhabited place	["PE"]	-77.21126362	-10.23828677	vollmer	
6001011	Taucur	vollmer	Pueblo	inhabited place	["PE"]	-76.8	-10.855556	vollmer	
6001012	Yarocaba	vollmer	Pueblo	inhabited place	["PE"]	-77.09419101	-10.79103243	vollmer	
6001013	Santo Domingo Huari del Rey	vollmer	Pueblo	inhabited place	["PE"]	-77.170894	-9.34821	vollmer	
6001014	Llapo	vollmer	Pueblo	inhabited place	["PE"]	-78.041982	-8.514374	vollmer	
6001015	Tauca	vollmer	Pueblo	inhabited place	["PE"]	-78.037519	-8.47047	vollmer	
6001016	Cabana	vollmer	Pueblo	inhabited place	["PE"]	-78.007999	-8.393871	vollmer	["http://vocab.getty.edu/page/tgn/1024393", "http://www.wikidata.org/entity/Q3305646", "http://www.geonames.org/3699185"]
6001017	Pallasca	vollmer	Pueblo	inhabited place	["PE"]	-77.998972	-8.253174	vollmer	["http://vocab.getty.edu/page/tgn/1024671"]
6001018	Corongo	vollmer	Pueblo	inhabited place	["PE"]	-77.897601	-8.569789	vollmer	["http://vocab.getty.edu/page/tgn/1024487", "http://www.wikidata.org/entity/Q3318939", "http://www.geonames.org/3697794"]
6001019	Sihuas	vollmer	Pueblo	inhabited place	["PE"]	-77.628582	-8.556159	vollmer	["http://www.geonames.org/3691836", "http://vocab.getty.edu/page/tgn/1024772", "http://www.wikidata.org/entity/Q3055947"]
6001020	Pomabamba	vollmer	Pueblo	inhabited place	["PE"]	-77.46037	-8.8209	vollmer	["http://vocab.getty.edu/page/tgn/1024693", "http://www.geonames.org/3693468", "http://www.wikidata.org/entity/Q3322611"]
6001021	Chacas	vollmer	Pueblo	inhabited place	["PE"]	-77.366232	-9.161921	vollmer	["http://www.wikidata.org/entity/Q2423013", "http://www.geonames.org/3698545"]
6001022	Piscobamba	vollmer	Pueblo	inhabited place	["PE"]	-77.357749	-8.865468	vollmer	["http://www.wikidata.org/entity/Q3319310", "http://www.geonames.org/3693546"]
6001023	San Luis	vollmer	Pueblo	inhabited place	["PE"]	-77.329146	-9.094514	vollmer	["http://www.geonames.org/3692405", "http://www.wikidata.org/entity/Q3322620"]
6001024	Chavin de Huantar	vollmer	Pueblo	inhabited place	["PE"]	-77.176856	-9.59279	vollmer	
6001025	San Marcos	vollmer	Pueblo	inhabited place	["PE"]	-77.156697	-9.523037	vollmer	["http://www.wikidata.org/entity/Q13190668"]
6001026	Llamellin	vollmer	Pueblo	inhabited place	["PE"]	-77.016762	-9.101284	vollmer	
6001027	Uco	vollmer	Pueblo	inhabited place	["PE"]	-76.928872	-9.188861	vollmer	
6001028	Ancos	vollmer	Pueblo	inhabited place	["PE"]	-78.09349	-8.489792	vollmer	
6001029	Huandoval	vollmer	Pueblo	inhabited place	["PE"]	-77.974225	-8.331156	vollmer	
6001030	Yupan	vollmer	Pueblo	inhabited place	["PE"]	-77.968896	-8.615674	vollmer	
6001031	Lacabamba	vollmer	Pueblo	inhabited place	["PE"]	-77.89927	-8.261871	vollmer	
6001032	Pampas	vollmer	Pueblo	inhabited place	["PE"]	-77.89601787	-8.196650211	vollmer	
6001033	Conchucos	vollmer	Pueblo	inhabited place	["PE"]	-77.853073	-8.268139	vollmer	
6001034	Huantar	vollmer	Pueblo	inhabited place	["PE"]	-77.17709456	-9.452262431	vollmer	
6001035	Mirgas	vollmer	Pueblo	inhabited place	["PE"]	-77.092538	-9.078947	vollmer	
6001036	Aczo	vollmer	Pueblo	inhabited place	["PE"]	-76.99059379	-9.155063438	vollmer	
6001037	Paucas	vollmer	Pueblo	inhabited place	["PE"]	-76.89975	-9.153662	vollmer	
6001038	Huachi	vollmer	Pueblo	inhabited place	["PE"]	-76.78875635	-9.202826866	vollmer	
6001039	Rapayan	vollmer	Pueblo	inhabited place	["PE"]	-76.757618	-9.20364	vollmer	
6001040	Huacachi	vollmer	Pueblo	inhabited place	["PE"]	-76.93953	-9.31674	vollmer	
6001041	Jauquia	vollmer	Pueblo	inhabited place	["PE"]	-77.17389965	-9.323194341	vollmer	
6001042	San Cristobal	vollmer	Pueblo	inhabited place	["PE"]	-77.05825471	-9.37779984	vollmer	
6001043	San Ildefonso	vollmer	Pueblo	inhabited place	["PE"]	-77.10358031	-9.411347108	vollmer	
6001044	Siccican	vollmer	Pueblo	inhabited place	["PE"]	-77.15889965	-9.308194341	vollmer	
6001045	Yanas	vollmer	Pueblo	inhabited place	["PE"]	-76.79793228	-9.161140519	vollmer	
6001046	Yunga	vollmer	Pueblo	inhabited place	["PE"]	-77.12736552	-9.520911891	vollmer	
6001047	Jesus de Pajaten	vollmer	Pueblo	inhabited place	["PE"]	-77.331825	-7.507048	vollmer	
6001048	San Buenaventura del Valle	vollmer	Pueblo	inhabited place	["PE"]	-76.806315	-7.574554	vollmer	
6001049	Jesus de Monte Sion	vollmer	Pueblo	inhabited place	["PE"]	-76.792101	-7.662709	vollmer	
6001050	Pisano	vollmer	Pueblo	inhabited place	["PE"]	-76.552984	-8.146957	vollmer	
6001051	Huacarachuco	vollmer	Pueblo	inhabited place	["PE"]	-77.148726	-8.605893	vollmer	
6001052	Huacaybamba	vollmer	Pueblo	inhabited place	["PE"]	-76.95425116	-9.039357834	vollmer	["http://vocab.getty.edu/page/tgn/1024530", "http://www.wikidata.org/entity/Q3344109"]
6001053	Llacta	vollmer	Pueblo	inhabited place	["PE"]	-76.815704	-9.550559	vollmer	["http://vocab.getty.edu/page/tgn/1024596"]
6001054	Zinga	vollmer	Pueblo	inhabited place	["PE"]	-76.81289055	-9.387167721	vollmer	
6001055	Pachas	vollmer	Pueblo	inhabited place	["PE"]	-76.77186323	-9.707569804	vollmer	
6001056	Chavin de Pariarca	vollmer	Pueblo	inhabited place	["PE"]	-76.76957	-9.42438	vollmer	
6001057	Baños	vollmer	Pueblo	inhabited place	["PE"]	-76.736745	-10.076758	vollmer	["http://vocab.getty.edu/page/tgn/1024377"]
6001058	Jesus	vollmer	Pueblo	inhabited place	["PE"]	-76.631773	-10.078597	vollmer	
6001059	San Francisco Rondobamba	vollmer	Pueblo	inhabited place	["PE"]	-76.98097583	-9.021825336	vollmer	
6001060	Puños	vollmer	Pueblo	inhabited place	["PE"]	-76.884986	-9.500014	vollmer	
6001061	Miraflores	vollmer	Pueblo	inhabited place	["PE"]	-76.82301018	-9.494338728	vollmer	
6001062	Punchao	vollmer	Pueblo	inhabited place	["PE"]	-76.819105	-9.463239	vollmer	
6001063	Sillapata	vollmer	Pueblo	inhabited place	["PE"]	-76.7757799	-9.758793107	vollmer	
6001064	Tantamayo	vollmer	Pueblo	inhabited place	["PE"]	-76.718087	-9.393999	vollmer	
6001065	Chusquis	vollmer	Pueblo	inhabited place	["PE"]	-76.705135	-9.677668	vollmer	
6001066	Marias	vollmer	Pueblo	inhabited place	["PE"]	-76.704089	-9.607299	vollmer	
6001067	Rondos	vollmer	Pueblo	inhabited place	["PE"]	-76.153014	-10.250346	vollmer	
6001068	Jivia	vollmer	Pueblo	inhabited place	["PE"]	-76.677865	-10.02382	vollmer	
6001069	Huancrin	vollmer	Pueblo	inhabited place	["PE"]	-76.676899	-9.976085	vollmer	
6001070	Chupan	vollmer	Pueblo	inhabited place	["PE"]	-76.64869604	-9.747752809	vollmer	
6001071	Ovas	vollmer	Pueblo	inhabited place	["PE"]	-76.666129	-9.794908	vollmer	
6001072	Cosma	vollmer	Pueblo	inhabited place	["PE"]	-76.633663	-9.900631	vollmer	
6001073	Cahuac	vollmer	Pueblo	inhabited place	["PE"]	-76.63162	-9.853864	vollmer	
6001074	Chavinillos	vollmer	Pueblo	inhabited place	["PE"]	-76.608564	-9.859604	vollmer	
6001075	Choras	vollmer	Pueblo	inhabited place	["PE"]	-76.605214	-9.911471	vollmer	
6001076	San Francisco Monzon	vollmer	Pueblo	inhabited place	["PE"]	-76.39567	-9.279656	vollmer	
6001077	Hacas	vollmer	Pueblo	inhabited place	["PE"]	-76.75752634	-9.417067527	vollmer	
6001078	Huarigancha	vollmer	Pueblo	inhabited place	["PE"]	-76.93174734	-9.040586075	vollmer	
6001079	Jican	vollmer	Pueblo	inhabited place	["PE"]	-76.76875113	-9.4429498	vollmer	
6001080	Llamos	vollmer	Pueblo	inhabited place	["PE"]	-77.183726	-8.540893	vollmer	
6001081	Llanas	vollmer	Pueblo	inhabited place	["PE"]	-76.77174299	-9.731429388	vollmer	
6001082	Quirin	vollmer	Pueblo	inhabited place	["PE"]	-77.173726	-8.530893	vollmer	
6001083	Quispas	vollmer	Pueblo	inhabited place	["PE"]	-76.73749628	-10.16072548	vollmer	
6001084	Leon de Huanuco	vollmer	Ciudad	inhabited place	["PE"]	-76.243064	-9.929878	vollmer	
6001085	San Miguel Huacar	vollmer	Pueblo	inhabited place	["PE"]	-76.23458	-10.161329	vollmer	
6001086	Santa Maria del Valle	vollmer	Pueblo	inhabited place	["PE"]	-76.167591	-9.86225	vollmer	
6001087	Caulan	vollmer	Pueblo	inhabited place	["PE"]	-76.399261	-10.131489	vollmer	
6001088	Cayran	vollmer	Pueblo	inhabited place	["PE"]	-76.282572	-10.032809	vollmer	
6001089	Llacon	vollmer	Pueblo	inhabited place	["PE"]	-76.246974	-9.671373	vollmer	
6001090	Conchamarca	vollmer	Pueblo	inhabited place	["PE"]	-76.217687	-10.035871	vollmer	
6001091	Ambo	vollmer	Poblacion	inhabited place	["PE"]	-76.205108	-10.129554	vollmer	["http://www.geonames.org/3947956", "http://vocab.getty.edu/page/tgn/1024355", "http://www.wikidata.org/entity/Q3317423"]
6001092	Pachabamba	vollmer	Pueblo	inhabited place	["PE"]	-76.204546	-9.858159	vollmer	
6001093	Ñ‘auza	vollmer	Pueblo	inhabited place	["PE"]	-76.195305	-10.141487	vollmer	
6001094	Churubamba	vollmer	Pueblo	inhabited place	["PE"]	-76.11859	-9.8389	vollmer	
6001095	Cani	vollmer	Pueblo	inhabited place	["PE"]	-76.293064	-9.879878	vollmer	
6001096	Pachacoto	vollmer	Pueblo	inhabited place	["PE"]	-76.288064	-9.874878	vollmer	
6001097	Pumacucho	vollmer	Pueblo	inhabited place	["PE"]	-76.283064	-9.869878	vollmer	
6001098	San Sebastian Huaraz	vollmer	Pueblo	inhabited place	["PE"]	-77.5289	-9.529633	vollmer	["http://www.geonames.org/3696378", "http://vocab.getty.edu/page/tgn/7005833", "http://www.wikidata.org/entity/Q793809"]
6001099	Macate	vollmer	Pueblo	inhabited place	["PE"]	-78.107075	-8.750324	vollmer	
6001100	Huaylas	vollmer	Pueblo	inhabited place	["PE"]	-77.892837	-8.871025	vollmer	
6001101	Caraz	vollmer	Pueblo	inhabited place	["PE"]	-77.809698	-9.04733	vollmer	["http://www.wikidata.org/entity/Q1035471", "http://www.geonames.org/3698841"]
6001102	Yungay	vollmer	Pueblo	inhabited place	["PE"]	-77.744643	-9.140018	vollmer	["http://www.geonames.org/3690673", "http://www.wikidata.org/entity/Q919678", "http://vocab.getty.edu/page/tgn/1024819"]
6001103	Pararin	vollmer	Pueblo	inhabited place	["PE"]	-77.654513	-10.049935	vollmer	
6001104	Carhuaz	vollmer	Pueblo	inhabited place	["PE"]	-77.646898	-9.281667	vollmer	
6001105	Aija	vollmer	Pueblo	inhabited place	["PE"]	-77.609548	-9.781017	vollmer	["http://www.geonames.org/3699821", "http://www.wikidata.org/entity/Q3317408", "http://vocab.getty.edu/page/tgn/1024352"]
6001106	Cotaparaco	vollmer	Pueblo	inhabited place	["PE"]	-77.587249	-9.995401	vollmer	
6001107	Marca	vollmer	Pueblo	inhabited place	["PE"]	-77.474728	-10.089001	vollmer	
6001108	Recuay	vollmer	Pueblo	inhabited place	["PE"]	-77.455466	-9.72293	vollmer	["http://www.geonames.org/3692928", "http://vocab.getty.edu/page/tgn/7016793", "http://www.wikidata.org/entity/Q1701738"]
6001109	Pampas (B)	vollmer	Pueblo	inhabited place	["PE"]	-77.3987748	-10.1148896	vollmer	
6001110	Pariacoto	vollmer	Pueblo	inhabited place	["PE"]	-77.890651	-9.559943	vollmer	
6001111	Cochabamba	vollmer	Pueblo	inhabited place	["PE"]	-77.860798	-9.494873	vollmer	
6001112	Mato	vollmer	Pueblo	inhabited place	["PE"]	-77.841607	-8.963216	vollmer	
6001113	Pampas (A)	vollmer	Pueblo	inhabited place	["PE"]	-77.825339	-9.65545	vollmer	
6001114	Huanchay	vollmer	Pueblo	inhabited place	["PE"]	-77.817381	-9.723467	vollmer	
6001115	Cajamarquilla	vollmer	Pueblo	inhabited place	["PE"]	-77.741398	-9.633441	vollmer	
6001116	Coris	vollmer	Pueblo	inhabited place	["PE"]	-77.719492	-9.820299	vollmer	["http://vocab.getty.edu/page/tgn/1024486"]
6001117	Huayan	vollmer	Pueblo	inhabited place	["PE"]	-77.707322	-9.877285	vollmer	
6001118	Pira	vollmer	Pueblo	inhabited place	["PE"]	-77.707157	-9.581413	vollmer	
6001119	Huacllan	vollmer	Pueblo	inhabited place	["PE"]	-77.674928	-9.797984	vollmer	
6001120	Malvas	vollmer	Pueblo	inhabited place	["PE"]	-77.658113	-9.929676	vollmer	
6001121	Succha	vollmer	Pueblo	inhabited place	["PE"]	-77.648915	-9.823621	vollmer	
6001122	Cochapati	vollmer	Pueblo	inhabited place	["PE"]	-77.646557	-9.987171	vollmer	
6001123	Llacllin	vollmer	Pueblo	inhabited place	["PE"]	-77.621616	-10.068196	vollmer	
6001124	Tapacocha	vollmer	Pueblo	inhabited place	["PE"]	-77.569041	-10.010909	vollmer	
6001125	Olleros	vollmer	Pueblo	inhabited place	["PE"]	-77.465375	-9.666749	vollmer	
6001126	Colcahuanca	vollmer	Pueblo	inhabited place	["PE"]	-77.80803896	-9.594795781	vollmer	
6001127	Halancahuambo	vollmer	Pueblo	inhabited place	["PE"]	-77.68168645	-10.04641435	vollmer	
6001128	Huallon	vollmer	Pueblo	inhabited place	["PE"]	-77.67668645	-10.04141435	vollmer	
6001129	Huambo	vollmer	Pueblo	inhabited place	["PE"]	-77.3712795	-10.13694658	vollmer	
6001130	Ichoca	vollmer	Pueblo	inhabited place	["PE"]	-77.44361198	-10.12504614	vollmer	["http://www.geonames.org/3938521", "http://www.wikidata.org/entity/Q15227828"]
6001133	Jauja	vollmer	Villa	inhabited place	["PE"]	-75.500207	-11.775948	vollmer	["http://www.geonames.org/3937733", "http://www.wikidata.org/entity/Q917434", "http://vocab.getty.edu/page/tgn/7005834"]
6001134	Huancayo	vollmer	Pueblo	inhabited place	["PE"]	-75.20588315	-12.08269891	vollmer	["http://vocab.getty.edu/page/tgn/7005832", "http://www.wikidata.org/entity/Q468782", "http://www.geonames.org/3939459"]
6001135	Cincos	vollmer	Pueblo	inhabited place	["PE"]	-75.386793	-11.8942	vollmer	
6001136	Huaripampa	vollmer	Pueblo	inhabited place	["PE"]	-75.471255	-11.80853755	vollmer	
6001137	Apata	vollmer	Pueblo	inhabited place	["PE"]	-75.342555	-11.840732	vollmer	
6001138	Matahuasi	vollmer	Pueblo	inhabited place	["PE"]	-75.34853999	-11.89170008	vollmer	
6001139	Comas	vollmer	Pueblo	inhabited place	["PE"]	-75.081779	-11.718217	vollmer	["http://vocab.getty.edu/page/tgn/1024478"]
6001140	Mito	vollmer	Pueblo	inhabited place	["PE"]	-75.34173583	-11.9338096	vollmer	["http://www.wikidata.org/entity/Q20024799"]
6001141	Chupaca	vollmer	Pueblo	inhabited place	["PE"]	-75.287265	-12.062243	vollmer	["http://www.wikidata.org/entity/Q3344173", "http://vocab.getty.edu/page/tgn/1024466", "http://www.geonames.org/3943186"]
6001142	San Jeronimo	vollmer	Pueblo	inhabited place	["PE"]	-75.282036	-11.948327	vollmer	
6001143	Sicaya	vollmer	Pueblo	inhabited place	["PE"]	-75.280523	-12.013636	vollmer	
6001144	Chongos	vollmer	Pueblo	inhabited place	["PE"]	-75.269201	-12.13359	vollmer	
6001145	Concepcion	vollmer	Pueblo	inhabited place	["PE"]	-75.312604	-11.918552	vollmer	
6001146	Cochangara	vollmer	Pueblo	inhabited place	["PE"]	-75.073555	-11.734392	vollmer	
6001147	Orcotuna	vollmer	Pueblo	inhabited place	["PE"]	-75.30986	-11.968044	vollmer	["http://vocab.getty.edu/page/tgn/1024654", "http://www.wikidata.org/entity/Q33469705", "http://www.geonames.org/3933981"]
6001148	Ricran	vollmer	Pueblo	inhabited place	["PE"]	-75.520881	-11.54232	vollmer	
