id	title	name_src	type	aat_type	parent	close_match
00445	Alleguippes	alcedo	pueblo	towns		
00446	Allemands	alcedo	pueblo	towns	la Luisiana	[https://www.hgis-indias.net/dokuwiki/doku.php?id=3000270]
00447	Allens	alcedo	ciudad	citys		
00448	Alligator	alcedo	bahia	bays		
00449	Alligator	alcedo	rio	rivers		
00450	Alliuitas	alcedo	isla	islands	Isla de Cuba	
00451	Almacenes	alcedo	pueblo	towns	Corregimiento de Cañete	
00452	Almagro	alcedo	pueblo	towns	Corregimiento de Cañete	[https://www.hgis-indias.net/dokuwiki/doku.php?id=10000671]
00453	Almaguer	alcedo	ciudad	citys	Popayan	[https://www.hgis-indias.net/dokuwiki/doku.php?id=5600031]
00454	Almas	alcedo	rio	rivers		
00456	Almenas	alcedo	rio	rivers	Corregimiento de Arequipa	
00457	Almeria	alcedo	pueblo	towns	jurisdicción y Gobierno de Vera Cruz	
00458	Almirante	alcedo	pueblo	towns	Brazil	
00459	Almirante	alcedo	bahia	bays	Veragua	
00460	Almirante	alcedo	rio	rivers	la Florida	
00461	Almoloia	alcedo	pueblo	towns	Zultepec	
00462	Almoloia	alcedo	pueblo	towns		
00463	Almololoian	alcedo	pueblo	towns	Colima	
00464	Aloa	alcedo	pueblo	towns	Reyno de Quito	[https://www.hgis-indias.net/dokuwiki/doku.php?id=5600214]
00465	Aloasi	alcedo	pueblo	towns		[https://www.hgis-indias.net/dokuwiki/doku.php?id=5600215]
00466	Alojamiento	alcedo	pueblo	towns	Reyno de Chile	
00467	Alonche	alcedo	pueblo	towns	Guayaquil	[https://www.hgis-indias.net/dokuwiki/doku.php?id=5600108]
00468	Alotepec	alcedo	pueblo	towns	Villalta	
00469	Alozozingo	alcedo	pueblo	towns	Guejozingo	
00470	Alpabamba	alcedo	pueblo	towns	Perú	[https://www.hgis-indias.net/dokuwiki/doku.php?id=6000577]
00471	Alpamarca	alcedo	pueblo	towns	Canta	[https://www.hgis-indias.net/dokuwiki/doku.php?id=6000724]
00472	Alpacai	alcedo	pueblo	towns	Corregimiento de Condesuyos de Arequipa	
00473	Alpaiacu	alcedo	rio	rivers	Quijos y Macas	
00474	Alpargaton	alcedo	pueblo	towns	Venezuela	[https://www.hgis-indias.net/dokuwiki/doku.php?id=4000102]
00475	Alpargaton	alcedo	rio	rivers		
00476	Alpizagua	alcedo	pueblo	towns	Culiacán	[https://www.hgis-indias.net/dokuwiki/doku.php?id=1002663]
00477	Alpoieca	alcedo	pueblo	towns	Chilapa	
00478	Alpoieca	alcedo	partido	districts	Tlapa	
00479	Alpoiecazingo	alcedo	pueblo	towns	Tlapa	
00480	Alponeca	alcedo	pueblo	towns	Tochimilco	
00481	Alpuiec	alcedo	pueblo	towns	Cuernavaca	
00482	Alta	alcedo	laguna	lagoons	Barcelona	
00483	Altaboiano	alcedo	pueblo	towns	Tucuman	
00484	Altabonita	alcedo	bahia	bays	Isla de Cuba	
00485	Altagracia	alcedo	ciudad	citys	Nuevo Reyno de Granada	
00486	Altagracia	alcedo	pueblo	towns	Cumaná	
00487	Altagracia	alcedo	reyno	kingdoms	Tucuman	
00488	Altamir	alcedo	pueblo	towns	Barcelona	
00489	Altamisa	alcedo	pueblo	towns	Sierra Gorda	
00490	Altar	alcedo	villa	towns	la Sonora	
00491	Altar	alcedo	monte	mountains	Reyno de Quito	
00492	Atlo	alcedo	pueblo	towns	Mainas	
00493	Atlo	alcedo	pueblo	towns	Brazil	
00494	Atlo	alcedo	provincia	provinces	Perú	
00495	Atlo	alcedo			Reyno y Obispado de Nueva Galicia	
00496	Atlo	alcedo	reyno	kingdoms	Popayan	
00497	Altobelo	alcedo	islote	islands		
00498	Altos	alcedo	pueblo	towns	Brazil	
00499	Altos	alcedo	capitania	political administrative bodies	Brazil	
00500	Altos	alcedo	rio	rivers	Guanuco	
00501	Altotonga	alcedo	pueblo	towns	Xalapa	[https://www.hgis-indias.net/dokuwiki/doku.php?id=1004192]
00502	Alva	alcedo				
00503	Alvarado	alcedo	rio	rivers	Cozamaloapan	
00504	Alvarado	alcedo	pueblo	towns	Nueva España	[https://www.hgis-indias.net/dokuwiki/doku.php?id=1004274]
00505	Alvaro	alcedo	sierra	mountain ranges		
00506	Alverne	alcedo	monte	mountains	Guadalcázar	
00507	Alz	alcedo	rio	rivers		
00508	Alzoui	alcedo	pueblo	towns	Nueva España	
00509	Ama	alcedo	pueblo	towns	Canta	[https://www.hgis-indias.net/dokuwiki/doku.php?id=6000737]
00510	Amacaches	alcedo	nación de indios	cultural groups	Brazil	
00511	Amachura	alcedo	rio	rivers	Cumaná	
00512	Amacore	alcedo	rio	rivers	la Guayana	
00513	Amacu	alcedo	laguna	lagoons		
00514	Amacuic	alcedo	pueblo	towns	Cuernavaca	
00515	Amacuitlapilco	alcedo	pueblo	towns		[https://www.hgis-indias.net/dokuwiki/doku.php?id=1000909]
00516	Amacuro	alcedo	pueblo	towns	Cumaná	[https://www.hgis-indias.net/dokuwiki/doku.php?id=4000384]
00517	Amacuro	alcedo	rio	rivers		
00518	Amadea	alcedo	rio	rivers	S. Juan de los Llanos	
00519	Amaguajes	alcedo	pueblo	towns	Corregimiento de Pasto	
00520	Amaguaba	alcedo	pueblo	towns		
00521	Amaguaba	alcedo	rio	rivers		
00522	Amaguntick	alcedo	laguna	lagoons		
00523	Amala	alcedo	pueblo	towns	Perú	[https://www.hgis-indias.net/dokuwiki/doku.php?id=7000088]
00524	Amaialui	alcedo	pueblo	towns	Corregimiento de Chayanta	
00525	Amaiapampa	alcedo	pueblo	towns	Corregimiento de Chayanta	
00526	Amaiuca	alcedo	rio	rivers	Pais de las Amazonas	
00527	Amajuno	alcedo	rio	rivers		
00528	Amamazos	alcedo	nación de indios	cultural groups	Perú	
00529	Amameai	alcedo	cordillera	mountains	Paraguay	
00530	Amameai	alcedo	rio	rivers		
00531	Amana	alcedo	pueblo	towns	Barcelona	[https://www.hgis-indias.net/dokuwiki/doku.php?id=4000504]
00532	Amana	alcedo	rio	rivers		
00533	Amanalco	alcedo	pueblo	towns	Metepeque	
00534	Amanibo	alcedo	rio	rivers		
00535	Amanique	alcedo	rio	rivers	Mainas	
00536	Amantañe	alcedo	isla	islands		
00537	Amantara	alcedo	isla	islands		
00538	Amantata	alcedo	rio	rivers	Corregimiento de Carabaya	
00539	Amaonas	alcedo	pueblo	towns	Mainas	
00540	Amapaes	alcedo	nación de indios	cultural groups		
00541	Amapala	alcedo	pueblo	towns	Nicaragua	[https://www.hgis-indias.net/dokuwiki/doku.php?id=2000504]
00542	Amapilcan	alcedo	pueblo	towns	Tlapa	
00543	Amarcucho	alcedo	pueblo	towns	Corregimiento de Cajamarca	[https://www.hgis-indias.net/dokuwiki/doku.php?id=6001247]
00544	Amarete	alcedo	pueblo	towns	Perú	[https://www.hgis-indias.net/dokuwiki/doku.php?id=8000427]
00545	Amargos	alcedo	isla	islands	Reyno de Chile	
00546	Amargoso	alcedo	rio	rivers		
00547	Amarillo	alcedo	rio	rivers	Reyno de Quito	
00548	Amariscoggin	alcedo	rio	rivers		
00549	Amaro	alcedo	villa	towns	Brazil	
00550	Amaro	alcedo	pueblo	towns		
00551	Amaro	alcedo	puerto	ports	Brazil	
00552	Nne	alcedo	capitania	political administrative bodies	Brazil	
00553	Nne	alcedo				
00554	Nne	alcedo	villa	towns	Brazil	
00555	Nne	alcedo	isla	islands		
00556	Amaruca	alcedo	pueblo	towns	Guayana	[https://www.hgis-indias.net/dokuwiki/doku.php?id=4000435]
00557	Amarumaiu	alcedo	rio	rivers	Reyno dPerú	
00558	Amasarendo	alcedo	pueblo	towns	Brazil	
00559	Amatenango	alcedo	pueblo	towns	Chiapa	
00560	Amatepec	alcedo	pueblo	towns	Zultepec	
00561	Amatepec	alcedo	pueblo	towns	Villalta	
00562	Amaticlan	alcedo	pueblo	towns	Cuernavaca	
00563	Amatinchak	alcedo	pueblo	towns	Tlapa	
00564	Amatitlan	alcedo	pueblo	towns	Reyno de Goatemala	
00565	Amatitlan	alcedo	pueblo	towns		
00566	Amatlan	alcedo	pueblo	towns	Nueva España	
00567	Amatlan	alcedo				
00568	Amatlan	alcedo			Juchipila	
00569	Amatlan	alcedo	alcaldía mayor	inhabited places	Cuernavaca	
00570	Amatlan	alcedo	alcaldía mayor	inhabited places	Guauchinango	
00571	Amatlan	alcedo	alcaldía mayor	inhabited places		
00572	Amatlan	alcedo	partido	districts	Zacatlán	
00573	Amatlan	alcedo			Cozamaloapan	
00574	Amatlan	alcedo	alcaldía mayor	inhabited places	Izatlán	
00575	Amazonas	alcedo			Brazil	
00576	Ambalema	alcedo	pueblo	towns	Mariquita	[https://www.hgis-indias.net/dokuwiki/doku.php?id=5000231]
00577	Ambana	alcedo	pueblo	towns	Corregimiento de Caxatambo	[https://www.hgis-indias.net/dokuwiki/doku.php?id=8000102]
00578	Ambar	alcedo	pueblo	towns	Corregimiento de Larecaja	[https://www.hgis-indias.net/dokuwiki/doku.php?id=6000948]
00579	Ambargasta	alcedo	pueblo	towns	Tucuman	[https://www.hgis-indias.net/dokuwiki/doku.php?id=9000520]
00580	Ambato	alcedo	partido	districts	Corregimiento de Riobamba	
00581	Ambato	alcedo	rio	rivers	Corregimiento de Riobamba	
00582	Ambato	alcedo	cerro	mountains	Tucuman	
00583	Ambocas	alcedo	pueblo	towns	Reyno de Quito	
00584	Ambol	alcedo	rio	rivers	Buenos Ayres	
00585	Ambrosio	alcedo			Marinalco	
00586	Ambrosio	alcedo	valle	valleys	Venezuela	
00587	Ambuqui	alcedo	pueblo	towns	Corregimiento de la Villa de Ibarra	
00588	Amealco	alcedo	pueblo	towns	Querétaro	
00589	Ameca	alcedo	pueblo	towns	Autlán	
00590	Ameca	alcedo	alcaldía mayor	inhabited places	Tala	
00591	Amecameca	alcedo	pueblo	towns	Chalco	[https://www.hgis-indias.net/dokuwiki/doku.php?id=1000740]
00592	Amecaque	alcedo	pueblo	towns	la Atrisco	
00593	Amelie	alcedo	colonia	colonys		
00594	Amelie	alcedo	isla	islands		
00595	Amelie	alcedo	pueblo	towns		
00596	Amengoaca	alcedo	rio	rivers	Mainas	
00597	America	alcedo			Nuevo Reyno de Granada	
00598	Amicuri	alcedo	laguna	lagoons	País de las Amazonas	
00599	Amilgambo	alcedo			Tucuman	
00600	Amilpa	alcedo	pueblo	towns	Xochimilco	[https://www.hgis-indias.net/dokuwiki/doku.php?id=1000421]
00601	Amiltepec	alcedo	pueblo	towns	Xicayán	
00602	Amine	alcedo	rio	rivers	la Guayana	
00603	Amircare	alcedo	rio	rivers	Guayana ó Nueva Andalucía	
00604	Amit	alcedo	rio	rivers		
00605	Amixocores	alcedo	nación de indios	cultural groups	Brazil	
00606	Amoca	alcedo	pueblo	towns	Corregimiento de Aymaraez	[https://www.hgis-indias.net/dokuwiki/doku.php?id=6000203]
00607	Amoguajes	alcedo	pueblo	towns	Quijos y Macas	
00608	Amoi	alcedo	rio	rivers	Reyno de Quito	
00609	Amoia	alcedo	rio	rivers	Nuevo Reyno de Granada	
00610	Amola	alcedo	alcaldía mayor	inhabited places	Reyno de la Nueva Galicia	
00611	Amoltepec	alcedo	pueblo	towns	Teozaqualco	
00612	Amopocan	alcedo	pueblo	towns	Corregimiento de Cuio	
00613	Amortajado	alcedo				
00614	Amotape	alcedo	pueblo	towns	Corregimiento de Piura	[https://www.hgis-indias.net/dokuwiki/doku.php?id=6001404]
00615	Amotape	alcedo	sierra	mountain ranges		
00616	Amotape	alcedo	rio	rivers		
00617	Amozaque	alcedo	pueblo	towns	la Puebla de los Angeles	
00618	Amparaes	alcedo	pueblo	towns	Corregimiento de Paucartambo	
00619	Ampata	alcedo	pueblo	towns	Tucuman	
00620	Ampi	alcedo	pueblo	towns	Perú	[https://www.hgis-indias.net/dokuwiki/doku.php?id=6000574]
00621	Ampola	alcedo	rio	rivers		
00622	Ampones	alcedo	nación de indios	cultural groups	Paraguay	
00623	Amsterdam	alcedo				
00624	Amsterdam	alcedo	ciudad	citys		
00625	Amsterdam	alcedo	colonia	colonys		
00626	Amsterdam	alcedo	isla	islands		
00627	Amues	alcedo	pueblo	towns	San Luis de la Paz	
00628	Amulalas	alcedo	pueblo	towns	Tucumán	
00629	Amurcas	alcedo	nación de indios	cultural groups	Nuevo Reyno de Granada	
00630	Amuturi	alcedo	rio	rivers	Nuevo Reyno de Granada	
00631	Amuzgos	alcedo	pueblo	towns	Xicayán	[https://www.hgis-indias.net/dokuwiki/doku.php?id=1002427]
00632	Ana	alcedo	pueblo	towns	Mariquita	
00633	Ana	alcedo	pueblo	towns	Marinalco	
00634	Ana	alcedo	partido	districts		
00635	Ana	alcedo	alcaldía mayor	inhabited places	Zultepec	
00636	Ana	alcedo	alcaldía mayor	inhabited places	Toluca	
00637	Ana	alcedo	partido	districts	Cholula	
00638	Ana	alcedo	provincia	provinces	los Indios Chiquitos	
00639	Ana	alcedo	reyno	kingdoms	Cartaxena	
00640	Ana	alcedo			Paraguay	
00641	Ana	alcedo	capitania	political administrative bodies	Brazil	
00642	Ana	alcedo	isla	islands		
00643	Ana	alcedo	provincia	provinces	Buenos Ayres	
00644	Ana	alcedo	provincia	provinces	Nueva España	
00645	Ana	alcedo	provincia	provinces		
00646	Ana	alcedo	reyno	kingdoms	Nuevo México	
00647	Ana	alcedo	provincia	provinces	Perú	
00648	Ana	alcedo	provincia	provinces	Corregimiento de Lucanas	
00649	Ana	alcedo	provincia	provinces	Corregimiento de Porco	
00650	Ana	alcedo			jurisdicción de Valladolid	
00651	Ana	alcedo	alcaldía mayor	inhabited places	Nexapa	
00652	Ana	alcedo	alcaldía mayor	inhabited places	Xicayán	
00653	Ana	alcedo	alcaldía mayor	inhabited places	Teutitlán	
00654	Ana	alcedo	alcaldía mayor	inhabited places	Zayula	
00655	Ana	alcedo	jurisdiccion	administrative divisions	Corregimiento y jurisdicción de Velez	
00656	Ana	alcedo	provincia	provinces	Corregimiento de Angaraes	
00657	Ana	alcedo	alcaldía mayor	inhabited places	Theotihuacan	
00658	Ana	alcedo	minas de la	inhabited places	Guanajuato	
00659	Ana	alcedo	partido	districts	Cuicatlán	
00660	Ana	alcedo			Reyno del Nueva Vizcaya	
00661	Ana	alcedo	reyno	kingdoms	Maracaibo	
00663	Ana	alcedo	provincia	provinces	Barcelona	
00664	Ana	alcedo	provincia	provinces	Corregimiento de Colchagua	
00665	Ana	alcedo	provincia	provinces	Cumaná	
00666	Ana	alcedo	reyno	kingdoms	Reyno de Quito	
00667	Ana	alcedo	pais	countrys	Brazil	
00668	Ana	alcedo	pueblo	towns		
00669	Ana	alcedo	minas de oro	inhabited places	Brazil	
00671	Ana	alcedo				
00672	Ana	alcedo	villa	towns	Venezuela	
00673	Ana	alcedo	rio	rivers	Buenos Ayres	
00675	Ana	alcedo	pais	countrys	Brazil	
00676	Ana	alcedo	provincia	provinces	Moxos	
00679	Ana	alcedo	mar	seas		
00681	Ana	alcedo	estrecho	straits		
00682	Ana	alcedo	bahia	bays		
00683	Ana	alcedo	monte	mountains	Venezuela	
00684	Ana	alcedo	punta	capes		
00686	Ana	alcedo	rio	rivers		
00687	Anaica	alcedo	pueblo	towns	Canta	[https://www.hgis-indias.net/dokuwiki/doku.php?id=6000711]
00688	Anairahi	alcedo	pueblo	towns	Brazil	
00689	Analco	alcedo	alcaldía mayor	inhabited places	Nueva España	
00690	Analco	alcedo				
00691	Analco	alcedo			Juchipila	
00692	Analco	alcedo	reyno	kingdoms	Reyno del Nueva Vizcaya	
00693	Analco	alcedo			Cuernavaca	
00694	Añancusi	alcedo	pueblo	towns	Corregimiento de Angaraes	[https://www.hgis-indias.net/dokuwiki/doku.php?id=6000593]
00695	Anandiva	alcedo	rio	rivers		
00696	Ananea	alcedo	pueblo	towns	Corregimiento de Asangaro	[https://www.hgis-indias.net/dokuwiki/doku.php?id=8000592]
00697	Ananeo	alcedo	cerro	mountains	Reyno dPerú	
00698	Anapiti	alcedo	pueblo	towns	Corregimiento de Caxamarquilla	
00699	Anapoima	alcedo	pueblo	towns	Mariquita	
00700	Anapuia	alcedo	provincia	provinces		
00701	Añaquito	alcedo	valle	valleys		
00702	Anarama	alcedo	rio	rivers		
00703	Anariqui	alcedo	pueblo	towns	Corregimiento de Cajamarquilla	[https://www.hgis-indias.net/dokuwiki/doku.php?id=6001570]
00704	Añasco	alcedo	isla	islands		
00705	Anastasio	alcedo	isla	islands		
00706	Anatiguchaga	alcedo	laguna	lagoons	Mainas	
00707	Anaura	alcedo	rio	rivers		
00708	Anauillana	alcedo	rio	rivers	Pais de las Amazonas	
00709	Ancamares	alcedo	nación de indios	cultural groups		
00710	Ancas	alcedo	nación de indios	cultural groups	Perú	
00711	Ancaste	alcedo	pueblo	towns	Tucuman	
00712	Ancatata	alcedo	pueblo	towns	Corregimiento de Paria	
00713	Ancatemu	alcedo	pueblo	towns	Reyno de Chile	
00714	Ance	alcedo	pueblo	towns		
00715	Ance	alcedo	isla	islands		
00716	Ance	alcedo	ensenada	inlets		
00720	Nno	alcedo	rio	rivers		
00721	Ances	alcedo	ensenada	inlets		
00722	Anchac	alcedo	pueblo	towns	Corregimiento de Huanta	[https://www.hgis-indias.net/dokuwiki/doku.php?id=6000674]
00723	Anchihuai	alcedo	pueblo	towns	Corregimiento de Huamanga	
00724	Ancho	alcedo	rio	rivers	Santa Marta	
00725	Ancla	alcedo	punta	capes	Reyno de Chile	
00726	Anclote	alcedo	isla	islands		
00727	Anco	alcedo	pueblo	towns	Corregimiento de Huamanga	
00728	Anco	alcedo	pueblo	towns	Corregimiento de Huanta	
00729	Ancoamaia	alcedo	pueblo	towns	Perú	
00730	Ancobamba	alcedo	pueblo	towns	Corregimiento de Aimaraez	[https://www.hgis-indias.net/dokuwiki/doku.php?id=6000176]
00731	Ancon	alcedo	monte	mountains	Reyno de Tierra Firme	
00732	Ancon	alcedo	pueblo	towns	Corregimiento de Chancai	
00733	Ancon	alcedo	punta	capes		
00734	Ancon	alcedo	golfo	gulfs	Reyno de Quito	
00735	Ancon	alcedo	baxo	valleys		
00736	Ancones	alcedo	monte	mountains		
00737	Ancoosr	alcedo				
00738	Ancora	alcedo	isla	islands		
00739	Ancoraimes	alcedo	pueblo	towns	Corregimiento de Omasuyos	[https://www.hgis-indias.net/dokuwiki/doku.php?id=8000118]
00740	Ancos	alcedo	pueblo	towns	Corregimiento de Conchucos	[https://www.hgis-indias.net/dokuwiki/doku.php?id=6001028]
00741	Ancud	alcedo				
00742	Ancuia	alcedo	pueblo	towns	Pastos	
00743	Ancuma	alcedo	cordillera	mountains	Reyno dPerú	
00744	Ancuteres	alcedo	nación de indios	cultural groups		
00745	Andabamba	alcedo	pueblo	towns	Corregimiento de Angaraes	[https://www.hgis-indias.net/dokuwiki/doku.php?id=6000589]
00746	Anbac	alcedo	rio	rivers		
00747	Andacollo	alcedo	pueblo	towns	Corregimiento de Coquimbo	[https://www.hgis-indias.net/dokuwiki/doku.php?id=7000087]
00748	Andahua	alcedo	pueblo	towns	Corregimiento de Condesuyos de Arequipa	[https://www.hgis-indias.net/dokuwiki/doku.php?id=6000096]
00749	Andhuailas	alcedo	provincia	provinces		
00750	Andhuailas	alcedo	valle	valleys		
00751	Andahuailyllas	alcedo	pueblo	towns	Corregimiento de Quispicanchi	
00752	Andaimarca	alcedo	pueblo	towns	Perú	
00753	Andajesp	alcedo	provincia	provinces	Corregimiento de Caxatambo	[https://www.hgis-indias.net/dokuwiki/doku.php?id=6000954]
00754	Andalien	alcedo	valle	valleys	Corregimiento de Puchacay	
00755	Andalien	alcedo	rio	rivers		
00756	Andalgala	alcedo	rio	rivers	Tucumán	
00757	Andalgala	alcedo	laguna	lagoons		
00758	Andalucia	alcedo	reyno	kingdoms	Reyno de Tierra Firme	
00759	Andamarca	alcedo	villa	towns	Corregimiento de Cajamarquilla	
00760	Andamarca	alcedo	pueblo	towns	Corregimiento de Carangas	
00761	Andamarca	alcedo	provincia	provinces	Corregimiento de Parinacochas	
00762	Andamarca	alcedo	provincia	provinces	Corregimiento de Jauxa	
00763	Andamarcas	alcedo	pueblo	towns	Corregimiento de Lucanas	[https://www.hgis-indias.net/dokuwiki/doku.php?id=6000535]
00764	Andapirca	alcedo	pueblo	towns	Tarma	[https://www.hgis-indias.net/dokuwiki/doku.php?id=6001219]
00765	Andaquies	alcedo	pueblo	towns	Popayan	
00766	Anbarai	alcedo	pueblo	towns	Perú	
00767	Andarapa	alcedo	pueblo	towns	Corregimiento de Andahuailas	[https://www.hgis-indias.net/dokuwiki/doku.php?id=6000405]
00768	Andariel	alcedo	pueblo	towns	Darien	
00769	Andastes	alcedo	nación de indios	cultural groups		
00770	Andes	alcedo	cordillera	mountains	Nuevo Reyno de Granada	
00771	Andietum	alcedo	rio	rivers		
00772	Andinos	alcedo	rio	rivers	País de las Amazonas	
00773	Andoas	alcedo	pueblo	towns	Maynas	[https://www.hgis-indias.net/dokuwiki/doku.php?id=5600290]
00774	Andre	alcedo	bahia	bays		
00775	Andres	alcedo	pueblo	towns	Zultepec	
00776	Andres	alcedo	pueblo	towns	Toluca	
00777	Andres	alcedo	partido	districts	Tepeaca	
00778	Andres	alcedo	alcaldía mayor	inhabited places	Tuxtla	
00779	Andres	alcedo	alcaldía mayor	inhabited places	Marinalco	
00780	Andres	alcedo	alcaldía mayor	inhabited places	Cuernavaca	
00781	Andres	alcedo			Theotihuacan	
00782	Andres	alcedo	partido	districts	Zacatlán	
00783	Andres	alcedo	alcaldía mayor	inhabited places	Tetela	
00784	Andres	alcedo	alcaldía mayor	inhabited places	Guejozingo	
00785	Andres	alcedo			Guauchinango	
00786	Andres	alcedo	partido	districts	Cuicatlán	
00787	Andres	alcedo	partido	districts	Nexapa	
00788	Andres	alcedo	partido	districts	Tepic	
00789	Andres	alcedo	alcaldía mayor	inhabited places		
00790	Andres	alcedo			Reyno del Nueva Vizcaya	
00792	Andres	alcedo	jurisdiccion	administrative divisions	Nuevo Reyno de Granada	
00793	Andres	alcedo	provincia	provinces	Cartagena	
00794	Andres	alcedo	provincia	provinces		
00795	Andres	alcedo	reyno	kingdoms	Corregimiento de Riobamba	
00796	Andres	alcedo	provincia	provinces	Perú	
00797	Andres	alcedo	alcaldía mayor	inhabited places	Reyno de Guatemala	
00798	Andres	alcedo			Mainas	
00799	Andres	alcedo	reyno	kingdoms	Popayan	
00800	Andres	alcedo	alcaldía mayor	inhabited places	Chiapa	
00801	Andres	alcedo	pueblo	towns		
00802	Andres	alcedo	partido	districts		
00803	Andres	alcedo	isla	islands		
00807	Andres	alcedo	bahia	bays	la Luisiana	
00808	Andres	alcedo	bahia	bays		
00809	Andres	alcedo	fuerte	inhabited places		
00810	Andres	alcedo	cabo	capes		
00811	Aneav	alcedo	puerto	ports		
00812	Anecuilco	alcedo	pueblo	towns	Nueva España	
00813	Anegada	alcedo	isla	islands		
00814	Anegada	alcedo	bahia	bays		
00816	Anegada	alcedo	punta	capes		
00818	Anegaditos	alcedo	isla	islands	Isla de Cuba	
00819	Anegadizos	alcedo	rio	rivers	Chocó	
00820	Anegadizos	alcedo				
00821	Anembi	alcedo	rio	rivers	Paraguay	
00822	Angachilla	alcedo	rio	rivers	Reyno de Chile	
00823	Angagua	alcedo	pueblo	towns	Valladolid	
00824	Angamarca	alcedo	pueblo	towns	Corregimiento de Latacunga	[https://www.hgis-indias.net/dokuwiki/doku.php?id=5600124]
00825	Angamocutiro	alcedo	pueblo	towns	Valladolid	
00826	Angaraes	alcedo	provincia	provinces		
00827	Angasmaiu	alcedo	rio	rivers	Popayan	
00828	Angasmarca	alcedo	pueblo	towns	Tarma	
00829	Angasmarca	alcedo	provincia	provinces	Corregimiento de Huamachuco	
00830	Angasmarca	alcedo	rio	rivers		
00831	Angel	alcedo	pueblo	towns	Nueva España	
00832	Angel	alcedo	pueblo	towns		
00833	Angel	alcedo	reyno	kingdoms	Reyno de Chile	
00834	Angel	alcedo	reyno	kingdoms	Corregimiento de Pasto	
00835	Angel	alcedo	provincia	provinces	la Sonora	
00836	Angel	alcedo			Paraguay	
00837	Angel	alcedo	reyno	kingdoms	Corregimiento de Ibarra	
00838	Angel	alcedo	isla	islands		
00839	Sse	alcedo	rio	rivers	Corregimiento de Ibarra	
00840	Angeles	alcedo	ciudad	citys	Nueva España	
00841	Angeles	alcedo			Popayan	
00842	Angeles	alcedo	pueblo	towns	Mainas	
00843	Angeles	alcedo	provincia	provinces	Cumaná	
00844	Angeles	alcedo			Veragua	
00845	Angeles	alcedo			nuevo Reyno de Granada	
00846	Angeles	alcedo	provincia	provinces	la Sonora	
00847	Angeles	alcedo	corregimiento	districts	Nuevo Reyno de Granada	
00848	Angeles	alcedo	bahia	bays		
00849	Angeles	alcedo	puerto	ports	Nueva España	
00850	Anglois	alcedo	puerto	ports		
00851	Angogard	alcedo	pueblo	towns		
00852	Angoyacor	alcedo	provincia	provinces	Corregimiento de Angaraes	
00853	Angol	alcedo	ciudad	citys	Reyno de Chile	[https://www.hgis-indias.net/dokuwiki/doku.php?id=7001001]
00854	Angosto	alcedo	estrecho	straits		
00855	Angostura	alcedo	estrecho	straits		
00856	Angostura	alcedo	rio	rivers	la Guayana	
00857	Angra	alcedo	ciudad	citys	Brazil	
00858	Angualasta	alcedo	pueblo	towns	Perú	
00859	Anguassetcokp	alcedo				
00860	Anguila	alcedo	isla	islands		
00861	Anguila	alcedo	isla	islands	Isla de Cuba	
