id	name	name_src	type	aat_type	close_match
02773	Capillas	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=6000641
02774	Capillucas	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=6000919
02775	Capinans	alcedo	pueblo	town	
02776	Capiñata	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=8000444
02777	Capinota	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=8000084
02778	Capira	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=5000303
02779	Pirato	alcedo	pueblo	town	
02780	Capitana	alcedo	cabo	cape	
02781	Capitaine	alcedo			
02782	Capitanejo	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=5000513
02783	Capitutu	alcedo	rio	river	
02784	Capiuari	alcedo	rio	river	
02785	Capiuari	alcedo	provincia	province	
02786	Capiuari	alcedo	provincia	province	
02787	Capiuari	alcedo	capitania	political administrative body	
02788	Caplira	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=6000030
02789	Caplitoilgua	alcedo	isla	island	
02790	Caplitoilgua	alcedo	bahía	inlet	
02791	Capocui	alcedo	lago	lagoon	
02792	Capolita	alcedo	rio	river	
02793	Capon	alcedo	rio	river	
02794	Capot	alcedo	isla	island	
02795	Capot	alcedo	bahía	inlet	
02796	Capotera	alcedo	rio	river	
02797	Capotiqui	alcedo	pueblo	town	
02798	Capotillo	alcedo	isla	island	
02799	Capucinsm	alcedo			
02800	Capucui	alcedo	pueblo	town	
02801	Capucui	alcedo	lago	lagoon	
02802	Capue	alcedo	pueblo	town	
02803	Capue	alcedo			
02804	Capui	alcedo	pueblo	town	
02805	Capuio	alcedo	pueblo	town	
02806	Capula	alcedo	pueblo	town	
02807	Capulalpa	alcedo	pueblo	town	
02808	Capuluac	alcedo	pueblo	town	
02809	Capure	alcedo	rio	river	
02810	Capuxa	alcedo	pueblo	town	
02811	Caqueta	alcedo	rio	river	
02812	Caqueza	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=5000059
02813	Caquiauiri	alcedo	pueblo	town	
02814	Caquingora	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=8000121
02815	Cara	alcedo	reino	kingdom	
02816	Cara	alcedo	pueblo	town	
02817	Carabaia	alcedo	provincia	province	
02818	Carabaillor	alcedo	provincia	province	
02819	Carabaillor	alcedo	pueblo	town	
02820	Carabana	alcedo	rio	river	
02821	Carabatang	alcedo	rio	river	
02822	Carabelas	alcedo	rio	river	
02823	Carabelas	alcedo			
02824	Caraberes	alcedo			
02825	Carabuco	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=8000119
02826	Carac	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=6000742
02827	Caracara	alcedo	provincia	province	
02828	Caracares	alcedo	lago	lagoon	
02829	Caracas	alcedo	ciudad	city	
02830	Caracas	alcedo	isla	island	
02831	Caracas	alcedo	puerto	port	https://www.hgis-indias.net/dokuwiki/doku.php?id=4000001
02832	Carache	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=4000648
02833	Carachis	alcedo	pueblo	town	
02834	Caracoa	alcedo	pueblo	town	
02835	Caracol	alcedo	puerto	port	https://www.hgis-indias.net/dokuwiki/doku.php?id=5600093
02836	Caracoli	alcedo	puerto	port	
02837	Caracoli	alcedo	bahía	inlet	
02838	Caracoli	alcedo	pueblo	town	
02839	Caracollo	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=10000187
02840	Caracoto	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=8000217
02841	Caracoto	alcedo	provincia	province	
02842	Caragaias	alcedo			
02843	Caraguatai	alcedo	rio	river	
02844	Caraguet	alcedo	rio	river	
02845	Carahuacra	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=10000211
02846	Caraibamba	alcedo	pueblo	town	
02847	Caraima	alcedo	pueblo	town	
02848	Caraimilla	alcedo	pueblo	town	
02849	Carama	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=4000569
02850	Caramanta	alcedo	ciudad	city	
02851	Caramatiba	alcedo	pueblo	town	
02852	Carambaba	alcedo	pueblo	town	
02853	Carampanguer	alcedo			
02854	Carampoma	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=6000808
02855	Carandaiti	alcedo	rio	river	
02856	Carangas	alcedo	provincia	province	
02857	Carangas	alcedo			
02858	Carangues	alcedo	people	cultural group	
02859	Carangues	alcedo			
02860	Carania	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=6000920
02861	Caranque	alcedo	pueblos y tierras indígenas	province	
02862	Carap	alcedo	rio	river	
02863	Carapaicura	alcedo	rio	river	
02864	Carapanatuba	alcedo	rio	river	
02865	Carapato	alcedo	rio	river	
02866	Carapo	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=4000305
02867	Carapo	alcedo	rio	river	
02868	Carapu	alcedo	rio	river	
02869	Carapucho	alcedo	montaña	mountain	
02870	Caraques	alcedo	bahía	bay	
02871	Caraquet	alcedo	isla	island	
02872	Carara	alcedo	rio	river	
02873	Carare	alcedo	rio	river	
02874	Carari	alcedo	estrecho	strait	
02875	Caras	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=6001001
02876	Carasa	alcedo	pueblo	town	
02877	Carasani	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=8000415
02878	Carate	alcedo	isla	island	
02879	Carates	alcedo	rio	river	
02880	Carauelas	alcedo			
02881	Carauele	alcedo	cabo	cape	
02882	Carauele	alcedo	isla	island	
02883	Carauellesr	alcedo	capitania	political administrative body	
02884	Caraueli	alcedo	pueblo	town	
02885	Caraz	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=6001101
02886	Carbet	alcedo	isla	island	
02887	Carbet	alcedo	montaña	mountain	
02888	Carbet	alcedo	isla	island	
02889	Carbet	alcedo	lago	lake	
02890	Carbet	alcedo	isla	island	
02891	Carbon	alcedo	isla	island	
02892	Carbon	alcedo	pueblo	town	
02893	Carboniere	alcedo	isla	island	
02894	Carcai	alcedo	pueblo	town	
02895	Carcarañal	alcedo	rio	river	
02896	Carchipor	alcedo	rio	river	
02897	Carcazi	alcedo	pueblo	town	
02898	Cardenales	alcedo			
02899	Cardin	alcedo	pueblo	town	
02900	Cardoso	alcedo	pueblo	town	
02901	Carehaneu	alcedo	rio	river	
02902	Caren	alcedo	valle	valley	
02903	Carenero	alcedo	bahía	inlet	
02904	Caret	alcedo	bahía	inlet	
02905	Careti	alcedo	rio	river	
02906	Careu	alcedo	isla	island	
02907	Cargonacho	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=6000623
02908	Carguairaso	alcedo	montaña	mountain	
02909	Carhua	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=6000763
02910	Carhuacaian	alcedo	pueblo	town	
02911	Carhuacallanga	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=6001154
02912	Carhuacucho	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=6000518
02913	Carhuamaio	alcedo	pueblo	town	
02914	Carhuapampa	alcedo	pueblo	town	
02915	Carhuapampa	alcedo	pueblo	town	
02916	Carhuaz	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=6001104
02917	Cari	alcedo	rio	river	
02918	Cari	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=4000574
02919	Cariai	alcedo	rio	river	
02920	Cariaco	alcedo	golfo	gulf	
02921	Cariaco	alcedo	rio	river	
02922	Cariaco	alcedo	ciudad	city	
02923	Cariamanga	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=5600138
02924	Cariatapa	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=1003868
02925	Caribabare	alcedo			
02926	Caribana	alcedo	reino	country	
02927	Caribana	alcedo	puerto	port	
02928	Caribe	alcedo	puerto	port	
02929	Caribes	alcedo	people	cultural group	
02930	Caribes	alcedo			
02931	Caribes	alcedo	pueblo	town	
02932	Caricari	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=8000354
02933	Caricari	alcedo			
02934	Carichana	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=4000399
02935	Carichana	alcedo			
02936	Carijana	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=8000409
02937	Carillon	alcedo	asentamiento	inhabited place	
02938	Carimbatai	alcedo	rio	river	
02939	Carimu	alcedo	rio	river	
02940	Carinis	alcedo	rio	river	
02941	Cariocos	alcedo	lago	lagoon	
02942	Caripe	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=4000495
02943	Caripores	alcedo	pueblo	town	
02944	Cariuitos	alcedo	pueblo	town	
02945	Carlile	alcedo	pueblo	town	
02946	Carlile	alcedo	bahía	bay	
02947	Carlisle	alcedo	isla	island	
02948	San	alcedo	pueblo	town	
02949	San	alcedo			
02950	San	alcedo	provincia	province	
02951	San	alcedo	pueblo	town	
02952	San	alcedo	asentamiento	inhabited place	
02953	San	alcedo	bahía	bay	
02954	San	alcedo	isla	island	
02955	San	alcedo	isla	island	
02956	San	alcedo	pueblo	town	
02957	San	alcedo	montaña	mountain	
02958	San	alcedo	valle	valley	
02959	San	alcedo	pueblo	town	
02960	San	alcedo	isla	island	
02961	San	alcedo	provincia	province	
02962	San	alcedo	reino	country	
02963	San	alcedo	reino	kingdom	
02964	San	alcedo	montaña	mountain	
02965	Carlosama	alcedo	pueblos y tierras indígenas	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=5600182
02966	Carlton	alcedo	isla	island	
02967	Carlutas	alcedo	rio	river	
02968	Carma	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=8000509
02969	Carmelo	alcedo	sierras	mountain range	
02970	Carmen	alcedo	rio	river	
02971	Carmen	alcedo	pueblo	town	
02972	Carmen	alcedo	pueblo	town	
02973	Carmen	alcedo	reino	kingdom	
02974	Carmen	alcedo	isla	island	
02975	Carmot	alcedo	pueblo	town	
02976	Carneland	alcedo	isla	island	
02977	Carnero	alcedo	cabo	cape	
02978	Carnero	alcedo	reino	kingdom	
02979	Carnero	alcedo	reino	kingdom	
02980	Carnero	alcedo	puerto	port	
02981	Carolina	alcedo	provincia	province	
02982	Caroni	alcedo	pueblo	town	
02983	Caroni	alcedo	gobierno	political administrative body	
02984	Caroni	alcedo	reino	kingdom	
02985	Caroni	alcedo	rio	river	
02986	Caropa	alcedo			
02987	Caropa	alcedo	provincia	province	
02988	Carori	alcedo	pueblo	town	
02989	Carpe	alcedo	isla	island	
02990	Carpinto	alcedo	cabo	cape	
02991	Carquin	alcedo	puerto	port	
02992	Caropi	alcedo	isla	island	
02993	Carrascal	alcedo	pueblo	town	
02994	Carretas	alcedo	puerto	port	https://www.hgis-indias.net/dokuwiki/doku.php?id=1005300
02995	Carreto	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=5000583
02996	Carreto	alcedo	rio	river	
02997	Carrion	alcedo	ciudad	city	https://www.hgis-indias.net/dokuwiki/doku.php?id=1004851
02998	Carrizal	alcedo	pueblo	town	
02999	Carrizal	alcedo	montaña	mountain	
03000	Carrizal	alcedo	pueblo	town	
03001	Carrizal	alcedo	reino	kingdom	
03002	Carrizal	alcedo	provincia	province	
03003	Carrizal	alcedo	reino	kingdom	
03004	Carrizal	alcedo			
03005	Carrizal	alcedo	reino	kingdom	
03006	Cartagena	alcedo	reino	kingdom	
03007	Vil	alcedo	ciudad	city	
03008	Vil	alcedo	rio	river	
03009	Vil	alcedo	bahía	shore	
03010	Cartago	alcedo	ciudad	city	
03011	Cartago	alcedo	ciudad	city	
03012	Cartago	alcedo	rio	river	
03013	Cartago	alcedo	bahía	bay	
03014	Cartama	alcedo	rio	river	
03015	Cartel	alcedo	puerto	port	
03016	Carteret	alcedo	jurisdiccion	administrative division	
03017	Carteret	alcedo	cabo	cape	
03018	Carugampu	alcedo	rio	river	
03019	Carumas	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=6000123
03020	Carupano	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=4000354
03021	Caruparabas	alcedo	people	cultural group	
03022	Caruajal	alcedo	cabo	cape	
03023	Carualleda	alcedo	ciudad	city	
03024	Caruallo	alcedo	pueblo	town	
03025	Casa	alcedo	isla	island	
03026	Casabamba	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=6000408
03027	Casablanca	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=7000243
03028	Casablanca	alcedo	pueblos y tierras indígenas		
03029	Casacacha	alcedo	pueblo	town	
03030	Casa	alcedo	pueblo	town	
03031	Casaguala	alcedo	montaña	mountain	
03032	Casanay	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=4000386
03033	Casanare	alcedo	rio	river	
03034	Casanare	alcedo			
03035	Casanare	alcedo	pueblos y tierras indígenas	town	
03036	Casapa	alcedo	pueblo	town	
03037	Casa	alcedo	isla	island	
03038	Casa	alcedo	pueblo	town	
03039	Casa	alcedo	provincia	province	
03040	Casapoeira	alcedo	bahía	bay	
03041	Casara	alcedo	pueblo	town	
03042	Casara	alcedo	pueblo	town	
03043	Casarani	alcedo	pueblo	town	
03044	Casarida	alcedo	pueblo	town	
03045	Casas	alcedo	valle	valley	
03046	Casauatai	alcedo	rio	river	
03047	Cascabeles	alcedo	rio	river	
03048	Cascade	alcedo	rio	river	
03049	Cascajal	alcedo	rio	river	
03050	Cascajal	alcedo	pueblo	town	
03051	Cascajo	alcedo	isla	island	
03052	Cascara	alcedo			
03053	Cascas	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=6001248
03054	Cascas	alcedo	provincia	province	
03055	Cascay	alcedo	pueblo	town	
03056	Cascayunca	alcedo	provincia	province	
03057	Casco	alcedo	bahía	bay	
03058	Cascona	alcedo	pueblo	town	
03059	Cascuembec	alcedo	isla	island	
03060	Casirrucuti	alcedo	rio	river	
03061	Casibani	alcedo	rio	river	
03062	Casidi	alcedo	rio	river	
03063	Casigua	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=4000071
03064	Casilda	alcedo	bahía	inlet	
03065	Casimbuco	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=8000473
03066	Casimena	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=5000660
03067	Casipa	alcedo	lago	lagoon	
03068	Casipourer	alcedo	provincia	province	
03069	Casiqlin	alcedo	cabo	cape	
03070	Casiri	alcedo	provincia	province	
03071	Casiriaqui	alcedo			
03072	Casirouge	alcedo	isla	island	
03073	Casiuindo	alcedo	pueblo	town	
03074	Casma	alcedo	pueblo	town	
03075	Casma	alcedo	pueblo	town	
03076	Casmal	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=6001306
03077	Casona	alcedo	rio	river	
03078	Caspana	alcedo	pueblo	town	
03079	Caspiyacu	alcedo	rio	river	
03080	Casta	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=6000809
03081	Castaño	alcedo	rio	river	
03082	Casteens	alcedo	rio	river	
03083	Castela	alcedo	rio	river	
03084	Castellanos	alcedo			
03085	Castilla	alcedo	pueblo	town	
03086	Castilla	alcedo			
03087	Castillo	alcedo	rio	river	
03088	Castillo	alcedo	puerto	port	
03089	Castillo	alcedo	pueblo	town	
03090	Castillos	alcedo	isla	island	
03091	Castillos	alcedo	isla	island	
03092	Castillos	alcedo	isla	island	
03093	Castor	alcedo	lago	lagoon	
03094	Castores	alcedo	puerto	port	
03095	Castro	alcedo	ciudad	city	
03096	Castro	alcedo	ciudad	city	
03097	Castro	alcedo	pueblo	town	
03098	Castro	alcedo	provincia	province	
03099	Casuro	alcedo	rio	river	
03100	Cat	alcedo	isla	island	
03101	Cata	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=4000152
03102	Catabuhu	alcedo	rio	river	
03103	Catacachi	alcedo	pueblo	town	
03104	Catacaos	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=6001394
03105	Catacocha	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=5600139
03106	Catacumbo	alcedo	rio	river	
03107	Catagane	alcedo	pueblo	town	
03108	Cataguar	alcedo	pueblo	town	
03109	Catalana	alcedo	isla	island	
03110	Santa	alcedo	pueblo	town	
03111	Santa	alcedo	pueblo	town	
03112	Santa	alcedo	alcaldía mayor	inhabited place	
03113	Santa	alcedo			
03114	Santa	alcedo	alcaldía mayor	inhabited place	
03115	Santa	alcedo	alcaldía mayor	inhabited place	
03116	Santa	alcedo	alcaldía mayor	inhabited place	
03117	Santa	alcedo	provincia	province	
03118	Santa	alcedo	provincia	province	
03119	Santa	alcedo	jurisdiccion	administrative division	
03120	Santa	alcedo	alcaldía mayor	inhabited place	
03121	Santa	alcedo	alcaldía mayor	inhabited place	
03122	Santa	alcedo			
03123	Santa	alcedo	provincia	province	
03124	Santa	alcedo	provincia	province	
03125	Santa	alcedo	provincia	province	
03126	Santa	alcedo	reino	kingdom	
03127	Santa	alcedo	provincia	province	
03128	Santa	alcedo	provincia	province	
03129	Santa	alcedo	alcaldía mayor	inhabited place	
03130	Santa	alcedo	alcaldía mayor	inhabited place	
03131	Santa	alcedo	isla	island	
03132	Santa	alcedo	isla	island	
03133	Santa	alcedo	montaña	mountain	
03134	Santa	alcedo	cabo	cape	
03135	Santa	alcedo	isla	island	
03136	Santa	alcedo	isla	island	
03137	Santa	alcedo	bahía	inlet	
03138	Santa	alcedo	bahía	bay	
03139	Santa	alcedo	rio	river	
03140	Santa	alcedo	isla	island	
03141	Santa	alcedo	isla	island	
03142	Santa	alcedo	isla	island	
03143	Santa	alcedo	bahía	bay	
03144	Catamaiu	alcedo	rio	river	
03145	Catamarca	alcedo	ciudad	city	
03146	Catamarca	alcedo	pueblo	town	
03147	Catambucu	alcedo	pueblo	town	
03148	Catan	alcedo	pueblo	town	
03149	Catanera	alcedo	provincia	province	
03150	Cataniapu	alcedo	rio	river	
03151	Catapuin	alcedo	pueblo	town	
03152	Catarakui	alcedo	rio	river	
03153	Catarakui	alcedo	bahía	bay	
03154	Cataruben	alcedo	pueblo	town	
03155	Catarosi	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=6000192
03156	Catas	alcedo	pueblo	town	
03157	Catauba	alcedo	rio	river	
03158	Catauba	alcedo	rio	river	
03159	Catca	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=6000314
03160	Catch	alcedo	puerto	port	
03161	Catemu	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=7000039
03162	Catilina	alcedo	bahía	bay	
03163	Catoa	alcedo	reino	country	
03164	Catuaro	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=4000352
03165	Cauacuanr	alcedo			
03166	Cauaguan	alcedo	rio	river	
03167	Cauaiama	alcedo	rio	river	
03168	Cauaiu	alcedo	rio	river	
03169	Cauaillon	alcedo	pueblo	town	
03170	Cauaillon	alcedo	bahía	bay	
03171	Cauala	alcedo	pueblo	town	
03172	Cauallerizas	alcedo	pueblo	town	
03173	Cau	alcedo	pueblo	town	
03174	Cauasan	alcedo	pueblo	town	
03175	Cauca	alcedo	rio	river	
03176	Cauca	alcedo	rio	river	
03177	Caucagua	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=4000064
03178	Cauchupil	alcedo	rio	river	
03179	Cauian	alcedo	pueblo	town	
03180	Cauiana	alcedo	isla	island	
03181	Cauija	alcedo	lago	lagoon	
03182	Cauinas	alcedo	pueblos y tierras indígenas	nation	
03183	Cauiusari	alcedo	rio	river	
03184	Caujul	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=6000987
03185	Caumares	alcedo	pueblos y tierras indígenas	nation	
03186	Caun	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=5600629
03187	Cauo	alcedo	rio	river	
03188	Cauos	alcedo	people	cultural group	
03189	Cauque	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=10000987
03190	Cauquenes	alcedo	rio	river	
03191	Cauquicura	alcedo	provincia	province	
03192	Cauquis	alcedo	people	cultural group	
03193	Caura	alcedo	rio	river	
03194	Caura	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=4000416
03195	Cauranta	alcedo	pueblo	town	
03196	Caure	alcedo	rio	river	
03197	Cauri	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=6001186
03198	Caurimpo	alcedo	pueblo	town	
03199	Causauu	alcedo	rio	river	
03200	Caute	alcedo	isla	island	
03201	Cauten	alcedo	rio	river	
03202	Cauten	alcedo	cabo	cape	
03203	Cauto	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=10000900
03204	Aux	alcedo	montaña	mountain	
03205	Caxabamba	alcedo	pueblo	town	
03206	Caxabamba	alcedo	pueblo	town	
03207	Gaxacai	alcedo	pueblo	town	
03208	Caxamarca	alcedo	provincia	province	
03209	Caxamarca	alcedo	ciudad	city	
03210	Caxamarquilla	alcedo	provincia	province	
03211	Caxamarquilla	alcedo	pueblo	town	
03212	Caxamarquilla	alcedo	pueblo	town	
03213	Caxamarquilla	alcedo	provincia	province	
03214	Caxamarquilla	alcedo	provincia	province	
03215	Caxamarquilla	alcedo	provincia	province	
03216	Caxatambo	alcedo	provincia	province	
03217	Caxatambo	alcedo	pueblo	town	
03218	Caxhuacans	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=1003764
03219	Caxibari	alcedo	pueblo	town	
03220	Caxica	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=5000365
03221	Caxititlan	alcedo	alcaldía mayor	inhabited place	
03222	Caxitlan	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=1000438
03223	Cazape	alcedo	pueblo	town	
03224	Cazautas	alcedo	pueblo	town	
03225	Cazeres	alcedo			
03226	Ceapa	alcedo	pueblo	town	
03227	Cebaco	alcedo	pueblo	town	
03228	Cecil	alcedo	condado	county	
03229	Cecilia	alcedo	pueblo	town	
03230	Cecontepec	alcedo	pueblo	town	
03231	Cedar	alcedo	rio	river	
03232	Cedar	alcedo	rio	river	
03233	Cedar	alcedo	isla	island	
03234	Cedar	alcedo	isla	island	
03235	Cedazos	alcedo	pueblo	town	
03236	Cedros	alcedo	pueblo	town	
03237	Cedros	alcedo	pueblo	town	
03238	Ceguehue	alcedo	rio	river	
03239	Celedin	alcedo	pueblo	town	
03240	Cellacaca	alcedo	pueblo	town	
03241	Cendre	alcedo	cabo	cape	
03242	Cenewini	alcedo	rio	river	
03243	Ceneguanga	alcedo	pueblo	town	
03244	Ceneguetas	alcedo	pueblo	town	
03245	Cenguyo	alcedo	pueblo	town	
03246	Ceñis	alcedo	pueblos y tierras indígenas	town	
03247	Cenomonas	alcedo	people	cultural group	
03248	San	alcedo	pueblo	town	
03249	Cenos	alcedo	people	cultural group	
03250	Centa	alcedo	rio	river	
03251	Centinela	alcedo	isla	island	
03252	Cepee	alcedo	rio	river	
03253	Ceperoux	alcedo	asentamiento	inhabited place	
03254	Cepita	alcedo	pueblo	town	
03255	Cequer	alcedo	pueblo	town	
03256	Cequin	alcedo	montaña	mountain	
03257	Cercado	alcedo	provincia	province	
03258	Cercado	alcedo	ciudad	city	
03259	Cercelles	alcedo	isla	island	
03260	Cerinza	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=5000508
03261	Cericuncua	alcedo	bahía	inlet	
03262	Cermen	alcedo	pueblo	town	
03263	Cerraluo	alcedo	pueblo	town	
03264	Cerraluo	alcedo	bahía	inlet	
03265	Cerraluo	alcedo	bahía	inlet	
